Purple-crowned fairywren,"{'auditory system': 'tympanic middle ear', 'biogeographic realm': 'australasia', 'body mass': '13 g', 'geographic distribution includes': 'Australia', 'habitat': 'freshwater,freshwater habitat', 'hearing threshold': '10 dB', 'locomotion': 'flight', 'mineralized skeleton contains': 'apatite', 'population trend': 'Decreasing', 'type specimen repository': 'NHMUK', 'visual system': 'corneal eyes'}"
Purple-crowned lorikeet,"{'auditory system': 'tympanic middle ear', 'hearing range': '5000 Hz', 'hearing threshold': '20 dB', 'locomotion': 'flight', 'mineralized skeleton contains': 'apatite', 'visual system': 'corneal eyes'}"
Purple-crowned plovercrest,"{'auditory system': 'tympanic middle ear', 'geographic distribution includes': 'Paraguay', 'habitat': 'terrestrial', 'hearing range': '5000 Hz', 'hearing threshold': '20 dB', 'locomotion': 'flight', 'mineralized skeleton contains': 'apatite', 'population trend': 'Unknown', 'visual system': 'corneal eyes'}"
Purple-gaped honeyeater,"{'auditory system': 'tympanic middle ear', 'biogeographic realm': 'australasia', 'body mass': '22.5 g', 'ecoregion': 'Esperance Mallee', 'geographic distribution includes': 'Australia', 'habitat': 'terrestrial', 'hearing range': '5000 Hz', 'hearing threshold': '10 dB', 'locomotion': 'bipedal movement', 'mineralized skeleton contains': 'apatite', 'population trend': 'Decreasing', 'visual system': 'corneal eyes'}"
Purple-headed starling,"{'auditory system': 'otoliths', 'geographic distribution includes': 'Cameroon', 'habitat': 'coastal,terrestrial', 'hearing range': '1000 Hz', 'hearing threshold': '10 dB', 'locomotion': 'bipedal movement', 'mineralized skeleton contains': 'apatite', 'population trend': 'Decreasing', 'visual system': 'corneal eyes'}"
Purple-naped lory,"{'auditory system': 'tympanic middle ear', 'biogeographic realm': 'australasia', 'body mass': '205 g', 'conservation status': 'endangered', 'geographic distribution includes': 'Indonesia', 'habitat': 'terrestrial', 'life span': '26 years', 'locomotion': 'bipedal movement', 'mineralized skeleton contains': 'apatite', 'population trend': 'Decreasing', 'visual system': 'corneal eyes', 'weight': '182 g'}"
Purple-naped sunbird,"{'auditory system': 'tympanic middle ear', 'hearing range': '5000 Hz', 'hearing threshold': '10 dB', 'locomotion': 'flight', 'mineralized skeleton contains': 'apatite', 'visual system': 'corneal eyes'}"
Purple-rumped sunbird,"{'auditory system': 'tympanic middle ear', 'body mass': '11 g', 'eats': 'Bangladesh', 'geographic distribution includes': 'terrestrial', 'habitat': '5000 Hz', 'hearing range': '10 dB', 'hearing threshold': 'flight', 'locomotion': 'apatite', 'mineralized skeleton contains': 'Stable', 'population trend': 'corneal eyes'}"
Purple-tailed imperial pigeon,"{'auditory system': 'tympanic middle ear', 'biogeographic realm': 'australasia', 'body mass': '436 g', 'eats': 'United States', 'geographic distribution includes': 'tropical', 'habitat': 'terrestrial,20 dB', 'hearing threshold': 'flight', 'locomotion': 'apatite', 'mineralized skeleton contains': 'Stable', 'population trend': 'corneal eyes'}"
Purple-throated carib,"{'auditory system': 'tympanic middle ear', 'biogeographic realm': 'The Neotropics', 'body mass': '9.5 g', 'conservation status': 'cites appendix ii', 'geographic distribution includes': 'Montserrat', 'habitat': 'subtropical,terrestrial', 'locomotion': 'flight', 'mineralized skeleton contains': 'apatite', 'population trend': 'Unknown', 'visits flowers of': 'corneal eyes'}"
Purple-throated cotinga,"{'auditory system': 'tympanic middle ear', 'biogeographic realm': 'The Neotropics', 'body mass': '60 g', 'eats': 'Madeira-TapajóS Moist Forests', 'ecoregion': 'Brazil', 'geographic distribution includes': 'terrestrial', 'habitat': '10 dB', 'hearing threshold': 'flight', 'locomotion': 'apatite', 'mineralized skeleton contains': 'Decreasing', 'population trend': 'corneal eyes'}"
Purple-throated cuckooshrike,"{'auditory system': 'tympanic middle ear', 'biogeographic realm': 'Afrotropics', 'body mass': '43 g', 'geographic distribution includes': 'Indian Ocean', 'habitat': 'subtropical,terrestrial', 'hearing threshold': '10 dB', 'locomotion': 'flight', 'mineralized skeleton contains': 'apatite', 'population trend': 'Decreasing', 'type specimen repository': 'NHMUK', 'visual system': 'corneal eyes'}"
Purple-throated euphonia,"{'auditory system': 'tympanic middle ear', 'biogeographic realm': 'The Neotropics', 'body mass': '14.3 g', 'eats': 'South Atlantic', 'geographic distribution includes': 'tropical', 'habitat': 'freshwater habitat,10 dB', 'hearing threshold': 'flight', 'locomotion': 'apatite', 'mineralized skeleton contains': 'Stable', 'population trend': 'corneal eyes'}"
Purple-throated fruitcrow,"{'auditory system': 'tympanic middle ear', 'biogeographic realm': 'The Neotropics', 'body mass': '114 g', 'eats': '1.58 pg', 'genome size': 'United States', 'geographic distribution includes': 'tropical', 'habitat': 'terrestrial,flight', 'locomotion': 'apatite', 'mineralized skeleton contains': 'Decreasing', 'population trend': 'corneal eyes'}"
Purple-throated mountaingem,"{'auditory system': 'tympanic middle ear', 'body mass': '4.2 g', 'conservation status': 'cites appendix ii', 'geographic distribution includes': 'Panama', 'habitat': 'mountain,terrestrial', 'hearing range': '5000 Hz', 'hearing threshold': '20 dB', 'locomotion': 'bipedal movement', 'mineralized skeleton contains': 'apatite', 'population trend': 'Decreasing', 'visual system': 'corneal eyes'}"
Purple-throated sunangel,"{'auditory system': 'tympanic middle ear', 'biogeographic realm': 'The Neotropics', 'body mass': '6.6 g', 'conservation status': 'cites appendix ii', 'genome size': '1.128 pg', 'geographic distribution includes': 'United States', 'habitat': 'tropical,terrestrial', 'locomotion': 'bipedal movement', 'mineralized skeleton contains': 'apatite', 'population trend': 'Stable', 'visual system': 'corneal eyes'}"
Purple-throated sunbird,"{'parasitized by': 'tympanic middle ear', 'auditory system': '7.5 g', 'body mass': 'United States', 'geographic distribution includes': 'subtropical', 'habitat': '5000 Hz', 'has pathogen': '10 dB', 'hearing range': 'bipedal movement', 'hearing threshold': 'apatite', 'locomotion': 'corneal eyes'}"
Purple-throated woodstar,"{'auditory system': 'tympanic middle ear', 'biogeographic realm': 'The Neotropics', 'body mass': '3.1 g', 'conservation status': 'cites appendix ii', 'ecoregion': 'Eastern Panamanian Montane Forests', 'geographic distribution includes': 'Ecuador', 'habitat': 'terrestrial', 'hearing threshold': '20 dB', 'locomotion': 'bipedal movement', 'mineralized skeleton contains': 'apatite', 'population trend': 'Stable', 'visual system': 'corneal eyes'}"
Purple-winged ground dove,"{'auditory system': 'tympanic middle ear', 'geographic distribution includes': 'Brazil', 'hearing range': '5000 Hz', 'hearing threshold': '20 dB', 'locomotion': 'bipedal movement', 'mineralized skeleton contains': 'apatite', 'visual system': 'corneal eyes'}"
Purple-winged roller,"{'auditory system': 'tympanic middle ear', 'biogeographic realm': 'australasia', 'body mass': '164 g', 'ecoregion': 'Sulawesi Montane Rain Forests', 'geographic distribution includes': 'Indonesia', 'habitat': 'tropical,terrestrial', 'hearing threshold': '20 dB', 'locomotion': 'bipedal movement', 'mineralized skeleton contains': 'apatite', 'population trend': 'Decreasing', 'visual system': 'corneal eyes'}"
Purplish jacamar,"{'auditory system': 'tympanic middle ear', 'biogeographic realm': 'The Neotropics', 'body mass': '26 g', 'ecoregion': 'Ucayali Moist Forests', 'geographic distribution includes': 'Ecuador', 'habitat': 'terrestrial', 'hearing range': '5000 Hz', 'hearing threshold': '20 dB', 'locomotion': 'bipedal movement', 'mineralized skeleton contains': 'apatite', 'population trend': 'Decreasing', 'visual system': 'corneal eyes'}"
Purplish jay,"{'auditory system': 'tympanic middle ear', 'biogeographic realm': 'The Neotropics', 'body mass': '207 g', 'eats': 'Bolivia', 'geographic distribution includes': 'tropical', 'habitat': 'terrestrial,10 dB', 'hearing threshold': 'flight', 'locomotion': 'apatite', 'mineralized skeleton contains': 'Stable', 'population trend': 'corneal eyes'}"
Purplish-backed jay,"{'auditory system': 'tympanic middle ear', 'biogeographic realm': 'The Neotropics', 'body mass': '193 g', 'ecoregion': 'Sinaloan Dry Forests', 'geographic distribution includes': 'United States', 'habitat': 'terrestrial', 'hearing range': '5000 Hz', 'hearing threshold': '10 dB', 'locomotion': 'bipedal movement', 'mineralized skeleton contains': 'apatite', 'population trend': 'Decreasing', 'visual system': 'corneal eyes'}"
Purplish-backed quail-dove,"{'auditory system': 'tympanic middle ear', 'geographic distribution includes': 'Costa Rica', 'habitat': 'montane forest,terrestrial', 'hearing range': '5000 Hz', 'hearing threshold': '20 dB', 'locomotion': 'bipedal movement', 'mineralized skeleton contains': 'apatite', 'population trend': 'Decreasing', 'visual system': 'corneal eyes'}"
Purplish-mantled tanager,"{'auditory system': 'tympanic middle ear', 'conservation status': 'near threatened', 'eats': 'Colombia', 'geographic distribution includes': 'subtropical', 'habitat': 'terrestrial,5000 Hz', 'hearing range': '10 dB', 'hearing threshold': 'flight', 'locomotion': 'apatite', 'mineralized skeleton contains': 'Decreasing', 'population trend': 'corneal eyes'}"
Purus jacamar,"{'auditory system': 'tympanic middle ear', 'biogeographic realm': 'The Neotropics', 'body mass': '50 g', 'ecoregion': 'Ucayali Moist Forests', 'geographic distribution includes': 'Bolivia', 'habitat': 'freshwater habitat', 'hearing range': '5000 Hz', 'hearing threshold': '20 dB', 'locomotion': 'bipedal movement', 'mineralized skeleton contains': 'apatite', 'population trend': 'Stable', 'visual system': 'corneal eyes'}"
Puvel's illadopsis,"{'auditory system': 'tympanic middle ear', 'biogeographic realm': 'Afrotropics', 'body mass': '52.5 g', 'ecoregion': 'Cross-Niger Transition Forests', 'geographic distribution includes': 'North Atlantic', 'habitat': 'subtropical,terrestrial', 'hearing threshold': '10 dB', 'locomotion': 'flight', 'mineralized skeleton contains': 'apatite', 'population trend': 'Stable', 'visual system': 'corneal eyes'}"
Pycroft's petrel,"{'auditory system': 'tympanic middle ear', 'body mass': '198 g', 'conservation status': 'vulnerable', 'eats': 'nectonic', 'ecomorphological guild': 'Pacific Ocean', 'geographic distribution includes': 'temperate', 'habitat': 'terrestrial,flight', 'locomotion': 'apatite', 'mineralized skeleton contains': 'Increasing', 'population trend': 'corneal eyes'}"
Pygmy antwren,"{'auditory system': 'tympanic middle ear', 'biogeographic realm': 'The Neotropics', 'body mass': '7.8 g', 'ecoregion': 'Guianan Freshwater Swamp Forests', 'geographic distribution includes': 'South Pacific', 'habitat': 'subtropical,terrestrial', 'hearing threshold': '10 dB', 'locomotion': 'flight', 'mineralized skeleton contains': 'apatite', 'population trend': 'Stable', 'visual system': 'corneal eyes'}"
Pygmy batis,"{'auditory system': 'tympanic middle ear', 'biogeographic realm': 'Afrotropics', 'body mass': '8 g', 'ecoregion': 'Ethiopian Montane Forests', 'geographic distribution includes': 'Indian Ocean', 'habitat': 'grassland,terrestrial', 'hearing threshold': '10 dB', 'locomotion': 'flight', 'mineralized skeleton contains': 'apatite', 'population trend': 'Stable', 'visual system': 'corneal eyes'}"
Pygmy bushtit,"{'auditory system': 'tympanic middle ear', 'hearing range': '5000 Hz', 'hearing threshold': '10 dB', 'locomotion': 'flight', 'mineralized skeleton contains': 'apatite', 'visual system': 'corneal eyes'}"
Pygmy cormorant,"{'auditory system': 'tympanic middle ear', 'geographic distribution includes': 'Ukraine', 'habitat': 'temperate,terrestrial', 'hearing range': '5000 Hz', 'hearing threshold': '20 dB', 'locomotion': 'flight', 'mineralized skeleton contains': 'apatite', 'population trend': 'Increasing', 'visual system': 'corneal eyes'}"
Pygmy cuckooshrike,{}
Pygmy cupwing,"{'auditory system': 'tympanic middle ear', 'biogeographic realm': 'australasia', 'body mass': '14 g', 'ecoregion': 'Mizoram-Manipur-Kachin Rain Forests', 'geographic distribution includes': 'Indian Ocean', 'habitat': 'montane forest,terrestrial', 'hearing threshold': '10 dB', 'locomotion': 'flight', 'mineralized skeleton contains': 'apatite', 'population trend': 'Decreasing', 'visual system': 'corneal eyes'}"
Pygmy eagle,"{'auditory system': 'tympanic middle ear', 'geographic distribution includes': 'Indonesia', 'habitat': 'subtropical,terrestrial', 'hearing range': '5000 Hz', 'hearing threshold': '20 dB', 'locomotion': 'bipedal movement', 'mineralized skeleton contains': 'apatite', 'population trend': 'Decreasing', 'visual system': 'corneal eyes'}"
Pygmy falcon,"{'biogeographic realm': 'Afrotropics', 'body shape': 'bilaterally symmetric', 'diet includes': 'birds', 'foraging habitat': 'terrestrial', 'geographic distribution includes': 'South Sudan', 'locomotion': 'flight', 'mating system': 'polyandrous', 'native range includes': 'Ethiopia', 'parental care': 'protection', 'population trend': 'Stable', 'social system': 'group living', 'trophic guild': 'vertivore'}"
Pygmy flowerpecker,"{'auditory system': 'tympanic middle ear', 'biogeographic realm': 'the indo-malayan realm', 'body mass': '5.6 g', 'ecoregion': 'Mindanao Montane Rain Forests', 'geographic distribution includes': 'The Philippines', 'habitat': 'montane forest,terrestrial', 'hearing threshold': '10 dB', 'locomotion': 'bipedal movement', 'mineralized skeleton contains': 'apatite', 'population trend': 'Decreasing', 'visual system': 'corneal eyes'}"
Pygmy flycatcher,"{'auditory system': 'tympanic middle ear', 'biogeographic realm': 'the indo-malayan realm', 'ecoregion': 'Northern Triangle Subtropical Forests', 'geographic distribution includes': 'Bhutan', 'habitat': 'subtropical', 'hearing range': '5000 Hz', 'hearing threshold': '10 dB', 'locomotion': 'bipedal movement', 'mineralized skeleton contains': 'apatite', 'visual system': 'corneal eyes'}"
Pygmy hanging parrot,"{'auditory system': 'tympanic middle ear', 'biogeographic realm': 'australasia', 'conservation status': 'near threatened', 'ecoregion': 'Sulawesi Lowland Rain Forests', 'geographic distribution includes': 'Indonesia', 'habitat': 'terrestrial', 'hearing range': '5000 Hz', 'hearing threshold': '20 dB', 'locomotion': 'bipedal movement', 'mineralized skeleton contains': 'apatite', 'population trend': 'Decreasing', 'visual system': 'corneal eyes'}"
Pygmy longbill,"{'auditory system': 'tympanic middle ear', 'geographic distribution includes': 'North Pacific', 'habitat': 'subtropical,terrestrial', 'hearing range': '5000 Hz', 'hearing threshold': '10 dB', 'locomotion': 'flight', 'mineralized skeleton contains': 'apatite', 'population trend': 'Unknown', 'type specimen repository': 'Harvard UNiversity, Museum of Comparative Zoology', 'visual system': 'corneal eyes'}"
Pygmy lorikeet,"{'auditory system': 'tympanic middle ear', 'biogeographic realm': 'australasia', 'conservation status': 'cites appendix ii', 'ecoregion': 'Huon Peninsula Montane Rain Forests', 'geographic distribution includes': 'Indonesia', 'habitat': 'tropical,terrestrial', 'hearing threshold': '20 dB', 'locomotion': 'bipedal movement', 'mineralized skeleton contains': 'apatite', 'population trend': 'Stable', 'visual system': 'corneal eyes'}"
Pygmy nightjar,"{'auditory system': 'tympanic middle ear', 'geographic distribution includes': 'Brazil', 'habitat': 'tropical,terrestrial', 'hearing range': '5000 Hz', 'hearing threshold': '20 dB', 'locomotion': 'bipedal movement', 'mineralized skeleton contains': 'apatite', 'population trend': 'Decreasing', 'type specimen repository': 'SNSB-Zoologische Staatssammlung Muenchen', 'visual system': 'corneal eyes'}"
Pygmy nuthatch,"{'biogeographic realm': 'The Nearctic', 'body shape': 'bilaterally symmetric', 'diet includes': 'insects', 'foraging habitat': 'terrestrial', 'geographic distribution includes': 'United States', 'litters per year': '1 /year', 'mating system': 'monogamous', 'native range includes': 'The Nearctic', 'population trend': 'Increasing', 'prenatal development duration': '15 days', 'social system': 'group living', 'trophic guild': 'granivore'}"
Pygmy palm swift,"{'auditory system': 'tympanic middle ear', 'biogeographic realm': 'The Neotropics', 'body mass': '6.5 g', 'geographic distribution includes': 'Venezuela', 'habitat': 'subtropical,terrestrial', 'hearing threshold': '20 dB', 'locomotion': 'flight', 'mineralized skeleton contains': 'apatite', 'population trend': 'Decreasing', 'type specimen repository': '(CM) - CM Birds Collection {http://www.carnegiemnh.org/birds/index.html}', 'visual system': 'corneal eyes'}"
Pygmy sunbird,"{'auditory system': 'tympanic middle ear', 'body mass': '7.5 g', 'eats': 'North Atlantic', 'geographic distribution includes': 'terrestrial', 'habitat': '5000 Hz', 'hearing range': '10 dB', 'hearing threshold': 'flight', 'locomotion': 'apatite', 'mineralized skeleton contains': 'Stable', 'population trend': 'corneal eyes'}"
Pygmy swiftlet,"{'auditory system': 'tympanic middle ear', 'biogeographic realm': 'the indo-malayan realm', 'body mass': '6.6 g', 'geographic distribution includes': 'The Philippines', 'habitat': 'subtropical,freshwater habitat', 'locomotion': 'bipedal movement', 'mineralized skeleton contains': 'apatite', 'population trend': 'Decreasing', 'sensory system': 'echolocation', 'trophic guild': 'insectivore', 'visual system': 'corneal eyes'}"
Pygmy white-eye,"{'auditory system': 'tympanic middle ear', 'biogeographic realm': 'the indo-malayan realm', 'body mass': '7.1 g', 'ecoregion': 'Borneo Lowland Rain Forests', 'geographic distribution includes': 'Malaysia', 'habitat': 'lower montane', 'hearing range': '5000 Hz', 'hearing threshold': '10 dB', 'locomotion': 'bipedal movement', 'mineralized skeleton contains': 'apatite', 'visual system': 'corneal eyes'}"
Pyrrhuloxia,"{'basal metabolic rate': '0.396495 watts', 'biogeographic realm': 'The Neotropics', 'body shape': 'bilaterally symmetric', 'geographic distribution includes': 'United States', 'habitat': 'desert', 'litters per year': '1 /year', 'locomotion': 'flight', 'native range includes': 'The Nearctic', 'population trend': 'Decreasing', 'prenatal development duration': '14 days', 'type specimen repository': 'NHMUK', 'weight': '35.2 g'}"
Père David's owl,"{'auditory system': 'tympanic middle ear', 'biogeographic realm': 'the palearctic', 'conservation status': 'cites appendix ii', 'ecoregion': 'Selenge-Orkhon Forest Steppe', 'geographic distribution includes': 'China', 'habitat': 'mountain', 'hearing range': '5000 Hz', 'hearing threshold': '-15 dB', 'locomotion': 'bipedal movement', 'mineralized skeleton contains': 'apatite', 'visual system': 'corneal eyes'}"
Père David's snowfinch,"{'auditory system': 'tympanic middle ear', 'geographic distribution includes': 'China', 'habitat': 'temperate,terrestrial', 'hearing range': '5000 Hz', 'hearing threshold': '10 dB', 'locomotion': 'bipedal movement', 'mineralized skeleton contains': 'apatite', 'population trend': 'Stable', 'visual system': 'corneal eyes'}"
Père David's tit,"{'auditory system': 'otoliths', 'body mass': '10.3 g', 'geographic distribution includes': 'China', 'habitat': 'terrestrial', 'hearing range': '1000 Hz', 'hearing threshold': '10 dB', 'locomotion': 'bipedal movement', 'mineralized skeleton contains': 'apatite', 'population trend': 'Decreasing', 'visual system': 'corneal eyes'}"
Quail-plover,"{'auditory system': 'tympanic middle ear', 'biogeographic realm': 'Afrotropics', 'body mass': '19.5 g', 'body shape': 'bilaterally symmetric', 'diet includes': 'seeds', 'geographic distribution includes': 'North Atlantic', 'habitat': 'grassland', 'locomotion': 'flight', 'native range includes': 'Ethiopia', 'parental care': 'protection', 'population trend': 'Unknown', 'visual system': 'corneal eyes'}"
Quailfinch,"{'auditory system': 'tympanic middle ear', 'biogeographic realm': 'Afrotropics', 'body mass': '12.4 g', 'genome size': '1.371 pg', 'geographic distribution includes': 'Mozambique', 'habitat': 'marine,freshwater habitat', 'hearing threshold': '10 dB', 'locomotion': 'flight', 'mineralized skeleton contains': 'apatite', 'population trend': 'Stable', 'visual system': 'corneal eyes'}"
Quailfinch indigobird,"{'auditory system': 'tympanic middle ear', 'body mass': '14 g', 'geographic distribution includes': 'Nigeria', 'habitat': 'terrestrial', 'hearing range': '5000 Hz', 'hearing threshold': '10 dB', 'locomotion': 'flight', 'mineralized skeleton contains': 'apatite', 'population trend': 'Stable', 'visual system': 'corneal eyes'}"
Quebracho crested tinamou,"{'auditory system': 'otoliths', 'behavioral circadian rhythm': 'diurnal', 'biogeographic realm': 'The Neotropics', 'ecoregion': 'Southern Andean Yungas', 'geographic distribution includes': 'Bolivia', 'habitat': 'savanna,terrestrial', 'hearing threshold': '20 dB', 'locomotion': 'bipedal movement', 'mineralized skeleton contains': 'apatite', 'population trend': 'Decreasing', 'visual system': 'corneal eyes'}"
Rachel's malimbe,"{'auditory system': 'tympanic middle ear', 'biogeographic realm': 'Afrotropics', 'ecoregion': 'Cross-Sanaga-Bioko Coastal Forests', 'geographic distribution includes': 'Gabon', 'habitat': 'terrestrial', 'hearing range': '5000 Hz', 'hearing threshold': '10 dB', 'locomotion': 'flight', 'mineralized skeleton contains': 'apatite', 'population trend': 'Decreasing', 'visual system': 'corneal eyes'}"
Racket-tailed coquette,"{'auditory system': 'tympanic middle ear', 'conservation status': 'cites appendix ii', 'geographic distribution includes': 'Suriname', 'habitat': 'subtropical,terrestrial', 'hearing range': '5000 Hz', 'hearing threshold': '20 dB', 'locomotion': 'bipedal movement', 'mineralized skeleton contains': 'apatite', 'population trend': 'Decreasing', 'visual system': 'corneal eyes'}"
Racket-tailed roller,"{'auditory system': 'tympanic middle ear', 'body mass': '115 g', 'geographic distribution includes': 'Mozambique', 'habitat': 'forest,terrestrial', 'hearing range': '5000 Hz', 'hearing threshold': '20 dB', 'locomotion': 'bipedal movement', 'mineralized skeleton contains': 'apatite', 'population trend': 'Decreasing', 'visual system': 'corneal eyes'}"
Racket-tailed treepie,"{'auditory system': 'tympanic middle ear', 'biogeographic realm': 'the indo-malayan realm', 'ecoregion': 'Northern Thailand-Laos Moist Deciduous Forests', 'geographic distribution includes': 'Indonesia', 'habitat': 'terrestrial', 'hearing range': '5000 Hz', 'hearing threshold': '10 dB', 'locomotion': 'flight', 'mineralized skeleton contains': 'apatite', 'population trend': 'Stable', 'type specimen repository': 'Harvard UNiversity, Museum of Comparative Zoology', 'visual system': 'corneal eyes'}"
Radde's accentor,"{'auditory system': 'tympanic middle ear', 'biogeographic realm': 'the palearctic', 'body mass': '25 g', 'ecoregion': 'Da Hinggan-Dzhagdy Mountains Conifer Forests', 'geographic distribution includes': 'United Arab Emirates', 'habitat': 'grassland', 'hearing range': '5000 Hz', 'hearing threshold': '10 dB', 'locomotion': 'flight', 'mineralized skeleton contains': 'apatite', 'visual system': 'corneal eyes'}"
Radde's warbler,"{'auditory system': 'tympanic middle ear', 'behavioral circadian rhythm': 'diurnal', 'biogeographic realm': 'the palearctic', 'body mass': '12 g', 'ecoregion': 'Chin Hills-Arakan Yoma Montane Forests', 'geographic distribution includes': 'Japan', 'habitat': 'terrestrial', 'hearing threshold': '10 dB', 'locomotion': 'flight', 'mineralized skeleton contains': 'apatite', 'population trend': 'Stable', 'visual system': 'corneal eyes'}"
Radjah shelduck,{}
Raffles's malkoha,"{'host of': 'tympanic middle ear', 'parasitized by': 'Malaysia', 'auditory system': 'tropical', 'geographic distribution includes': 'terrestrial', 'habitat': '5000 Hz,20 dB', 'hearing range': 'bipedal movement', 'hearing threshold': 'apatite', 'locomotion': 'Stable', 'mineralized skeleton contains': 'corneal eyes'}"
Raggiana bird-of-paradise,"{'auditory system': 'tympanic middle ear', 'behavioral circadian rhythm': 'diurnal', 'biogeographic realm': 'australasia', 'conservation status': 'cites appendix ii', 'eats': 'United States', 'geographic distribution includes': 'tropical', 'habitat': 'terrestrial,flight', 'locomotion': 'apatite', 'mineralized skeleton contains': 'Decreasing', 'population trend': 'corneal eyes'}"
Raiatea parakeet,"{'auditory system': 'tympanic middle ear', 'conservation status': 'extinct', 'habitat': 'terrestrial', 'hearing range': '5000 Hz', 'hearing threshold': '20 dB', 'locomotion': 'flight', 'mineralized skeleton contains': 'apatite', 'visual system': 'corneal eyes'}"
Rail-babbler,"{'auditory system': 'tympanic middle ear', 'biogeographic realm': 'the indo-malayan realm', 'conservation status': 'near threatened', 'geographic distribution includes': 'Malaysia', 'habitat': 'forest,terrestrial', 'hearing threshold': '10 dB', 'locomotion': 'bipedal movement', 'mineralized skeleton contains': 'apatite', 'population trend': 'Decreasing', 'type specimen repository': 'NHMUK', 'visual system': 'corneal eyes'}"
